"ProbeID"	"GeneSymbol"	"CSD0906.1"	"CSD0906.2"	"CSD0906.109"	"CSD0906.110"	"CSD0906.111"	"CSD0906.115"	"CSD0906.116"	"CSD0906.119"	"CSD0906.14"	"CSD0906.18"	"CSD0906.23"	"CSD0906.25"	"CSD0906.26"	"CSD0906.29"	"CSD0906.30"	"CSD0906.33"	"CSD0906.34"	"CSD0906.35"	"CSD0906.39"	"CSD0906.42"	"CSD0906.44"	"CSD0906.45"	"CSD0906.47"	"CSD0906.48"	"CSD0906.49"	"CSD0906.54"	"CSD0906.55"	"CSD0906.56"	"CSD0906.60"	"CSD0906.70"	"CSD0906.73"	"CSD0906.78"	"CSD0906.80"	"CSD0906.82"	"CSD0906.83"	"CSD0906.88"	"CSD0906.90"	"CSD0906.94"	"CSD0906.96"	"CSD0906.98"	"CSD0906.3"	"CSD0906.4"	"CSD0906.5"	"CSD0906.6"	"CSD0906.7"	"CSD0906.8"	"CSD0906.9"	"CSD0906.10"	"CSD0906.100"	"CSD0906.101"	"CSD0906.103"	"CSD0906.105"	"CSD0906.106"	"CSD0906.108"	"CSD0906.11"	"CSD0906.112"	"CSD0906.12"	"CSD0906.120"	"CSD0906.52"	"CSD0906.57"	"CSD0906.58"	"CSD0906.62"	"CSD0906.64"	"CSD0906.65"	"CSD0906.68"	"CSD0906.69"	"CSD0906.71"	"CSD0906.75"	"CSD0906.76"	"CSD0906.77"	"CSD0906.79"	"CSD0906.84"	"CSD0906.85"	"CSD0906.86"	"CSD0906.87"	"CSD0906.91"	"CSD0906.92"	"CSD0906.93"	"CSD0906.95"	"CSD0906.97"	"CSD0906.102"	"CSD0906.104"	"CSD0906.107"	"CSD0906.113"	"CSD0906.114"	"CSD0906.117"	"CSD0906.118"	"CSD0906.13"	"CSD0906.15"	"CSD0906.16"	"CSD0906.17"	"CSD0906.19"	"CSD0906.20"	"CSD0906.21"	"CSD0906.22"	"CSD0906.24"	"CSD0906.27"	"CSD0906.28"	"CSD0906.31"	"CSD0906.32"	"CSD0906.36"	"CSD0906.37"	"CSD0906.38"	"CSD0906.40"	"CSD0906.41"	"CSD0906.43"	"CSD0906.46"	"CSD0906.50"	"CSD0906.51"	"CSD0906.53"	"CSD0906.59"	"CSD0906.61"	"CSD0906.63"	"CSD0906.66"	"CSD0906.67"	"CSD0906.72"	"CSD0906.74"	"CSD0906.81"	"CSD0906.89"	"CSD0906.99"
"210"	"229723_at"	"TAGAP"	"11.495339"	"11.380528"	"11.478128"	"11.373175"	"10.936703"	"11.343040"	"11.723033"	"11.334786"	"11.418821"	"11.597933"	"11.581496"	"11.465249"	"11.446914"	"11.306681"	"11.604926"	"11.485135"	"11.503658"	"11.665357"	"11.540452"	"11.329035"	"11.845114"	"11.237401"	"11.695421"	"11.167728"	"11.490032"	"11.362330"	"11.106662"	"11.928705"	"11.622928"	"11.597593"	"11.374709"	"11.264906"	"11.398328"	"11.491412"	"11.375889"	"11.212997"	"11.527467"	"11.679821"	"11.510203"	"11.055173"	"11.719332"	"11.649829"	"12.051862"	"11.646506"	"11.368232"	"11.952077"	"12.209231"	"12.292892"	"11.619912"	"11.318393"	"11.287385"	"10.765008"	"11.475164"	"11.302826"	"12.233673"	"11.083235"	"11.832494"	"11.525738"	"11.416729"	"11.528709"	"11.536485"	"11.066852"	"11.301012"	"11.298402"	"11.450449"	"11.416312"	"11.626179"	"11.580533"	"11.436622"	"11.797806"	"11.133138"	"11.691277"	"11.323237"	"11.520542"	"11.458524"	"11.762707"	"11.180757"	"11.337482"	"11.494869"	"11.634111"	"11.326472"	"11.412101"	"11.264431"	"10.881429"	"11.428807"	"11.511659"	"11.537168"	"12.109891"	"11.424733"	"11.229152"	"11.472536"	"11.990276"	"11.359901"	"11.583969"	"11.261256"	"11.513665"	"11.514990"	"11.934594"	"11.688854"	"11.755181"	"11.477096"	"11.513825"	"11.220992"	"10.731171"	"11.456091"	"11.513603"	"11.524349"	"10.583521"	"11.286102"	"11.475954"	"11.619496"	"11.534628"	"11.437538"	"11.237169"	"11.416568"	"11.369305"	"11.523486"	"11.378540"	"11.160147"	"11.427952"
"211"	"229799_s_at"	"NCAM1"	" 4.961439"	" 4.819307"	" 4.789448"	" 4.882519"	" 4.725875"	" 4.917047"	" 4.718206"	" 4.631745"	" 4.594151"	" 4.728218"	" 4.574460"	" 4.828972"	" 4.768871"	" 4.671487"	" 4.850133"	" 4.687958"	" 4.773819"	" 4.871755"	" 4.642498"	" 4.659419"	" 4.679116"	" 4.580785"	" 4.730130"	" 4.819053"	" 4.862005"	" 4.689573"	" 4.734882"	" 4.756668"	" 4.757665"	" 4.816902"	" 4.912575"	" 4.953021"	" 4.963808"	" 4.613446"	" 4.717427"	" 4.548469"	" 4.837637"	" 4.832632"	" 5.007962"	" 4.820435"	" 4.775477"	" 4.793461"	" 4.693419"	" 4.516705"	" 4.824469"	" 4.428554"	" 4.883297"	" 4.932286"	" 4.713715"	" 4.615707"	" 5.068854"	" 4.706545"	" 4.596734"	" 4.890973"	" 4.836957"	" 5.082384"	" 4.721304"	" 4.769495"	" 4.973854"	" 4.630422"	" 4.660549"	" 4.836019"	" 5.118533"	" 4.855235"	" 4.827160"	" 4.832769"	" 4.621152"	" 4.827863"	" 5.332665"	" 4.711686"	" 4.992356"	" 4.820059"	" 4.737391"	" 4.800973"	" 4.927258"	" 4.671112"	" 4.777588"	" 4.402361"	" 4.840555"	" 4.681749"	" 4.641310"	" 4.898824"	" 4.601944"	" 4.580605"	" 4.793252"	" 4.739983"	" 4.809487"	" 4.596117"	" 4.671242"	" 4.755397"	" 4.693731"	" 4.783067"	" 4.752835"	" 4.674077"	" 4.633578"	" 4.502064"	" 4.723179"	" 4.502496"	" 4.506028"	" 5.004313"	" 5.043355"	" 4.894883"	" 4.951902"	" 5.098905"	" 4.718686"	" 4.826668"	" 4.639265"	" 4.979750"	" 4.681354"	" 4.621941"	" 4.748259"	" 4.790208"	" 4.752240"	" 4.765211"	" 4.728149"	" 4.958091"	" 4.847108"	" 4.867413"	" 4.845538"	" 4.779059"
"212"	"229942_at"	"BNC2"	" 3.864107"	" 3.658423"	" 4.080763"	" 3.875035"	" 4.130434"	" 4.041697"	" 4.048916"	" 3.648197"	" 4.052110"	" 3.713419"	" 3.505827"	" 4.068995"	" 3.808304"	" 4.509489"	" 4.263643"	" 3.874971"	" 3.984278"	" 3.822341"	" 4.173124"	" 4.078561"	" 3.585704"	" 3.541625"	" 3.862306"	" 3.997656"	" 3.683853"	" 3.772853"	" 4.067542"	" 3.884290"	" 3.859240"	" 3.754207"	" 4.217226"	" 3.841695"	" 4.137596"	" 3.821092"	" 3.970142"	" 3.793021"	" 3.585144"	" 3.944963"	" 4.201885"	" 4.051081"	" 3.620387"	" 3.595827"	" 4.080191"	" 3.901807"	" 3.543730"	" 3.942946"	" 3.683430"	" 3.951039"	" 4.153988"	" 4.073978"	" 4.181989"	" 3.916547"	" 3.797116"	" 3.813440"	" 4.084592"	" 4.108136"	" 3.933002"	" 4.343084"	" 4.033684"	" 3.780534"	" 3.916301"	" 4.707047"	" 4.093019"	" 4.110095"	" 3.601913"	" 4.070147"	" 3.657924"	" 3.887056"	" 4.165207"	" 4.127814"	" 3.864862"	" 3.708320"	" 3.900783"	" 4.227264"	" 4.145617"	" 3.887551"	" 3.912724"	" 4.070506"	" 3.860496"	" 3.999955"	" 3.795018"	" 4.258315"	" 3.964795"	" 3.856068"	" 3.659003"	" 3.941303"	" 3.921467"	" 3.634651"	" 3.998887"	" 4.008899"	" 3.786821"	" 3.669950"	" 3.530405"	" 3.831550"	" 3.646441"	" 3.515997"	" 4.020801"	" 3.641490"	" 3.900676"	" 3.960302"	" 3.751831"	" 4.004056"	" 3.535447"	" 3.629516"	" 3.962193"	" 3.902501"	" 3.919390"	" 3.940815"	" 3.776164"	" 3.922824"	" 4.105569"	" 3.830394"	" 3.990249"	" 3.983956"	" 3.578723"	" 3.964365"	" 3.904189"	" 3.683274"	" 3.840301"	" 3.829202"
"213"	"230179_at"	"LOC285812"	" 6.861016"	" 6.611588"	" 6.387056"	" 6.543154"	" 7.099564"	" 6.936946"	" 7.096339"	" 6.014483"	" 7.263629"	" 6.661034"	" 6.641927"	" 6.721166"	" 6.254046"	" 7.396417"	" 6.973781"	" 6.635397"	" 7.882786"	" 7.035658"	" 7.027826"	" 6.800084"	" 6.304294"	" 6.705334"	" 6.873767"	" 6.841549"	" 6.799513"	" 6.799051"	" 7.113773"	" 6.568282"	" 6.257255"	" 6.406637"	" 6.627458"	" 5.985543"	" 6.914927"	" 6.590179"	" 6.489877"	" 6.583977"	" 6.834501"	" 6.939323"	" 6.219016"	" 7.269895"	" 6.675057"	" 6.705250"	" 7.636931"	" 7.140245"	" 7.214288"	" 7.236157"	" 6.842012"	" 7.067406"	" 7.398293"	" 7.312285"	" 7.126041"	" 6.755442"	" 6.798932"	" 6.429124"	" 7.636066"	" 6.936354"	" 7.150044"	" 7.303012"	" 7.387088"	" 6.947889"	" 6.679298"	" 7.882883"	" 7.167936"	" 6.851594"	" 6.445744"	" 7.332137"	" 6.543050"	" 6.698027"	" 7.406549"	" 6.594932"	" 6.085918"	" 6.830340"	" 6.450756"	" 6.795856"	" 6.896123"	" 6.688409"	" 7.331968"	" 6.194669"	" 6.816852"	" 7.240374"	" 6.548561"	" 7.231589"	" 7.065934"	" 6.502997"	" 6.515618"	" 6.455447"	" 7.038462"	" 6.356094"	" 6.418991"	" 6.918475"	" 6.023371"	" 6.829811"	" 5.944208"	" 6.250959"	" 6.622391"	" 6.279818"	" 6.974889"	" 7.220637"	" 6.419879"	" 6.500143"	" 6.744186"	" 6.290538"	" 6.506810"	" 6.637878"	" 6.639666"	" 6.414399"	" 6.088545"	" 5.983488"	" 6.354647"	" 6.802725"	" 6.757608"	" 6.420565"	" 6.356212"	" 6.422998"	" 6.621221"	" 6.537934"	" 6.304680"	" 6.470594"	" 6.745106"	" 6.541869"
"214"	"230323_s_at"	"TMEM45B"	" 4.665010"	" 4.486576"	" 4.775956"	" 5.214847"	" 5.514833"	" 4.560548"	" 5.198404"	" 5.227688"	" 5.741612"	" 5.500892"	" 4.750866"	" 4.281437"	" 5.259840"	" 4.842902"	" 5.629852"	" 4.820734"	" 5.159832"	" 5.979253"	" 5.098864"	" 4.940764"	" 5.201822"	" 5.070276"	" 5.989602"	" 4.752172"	" 6.030805"	" 5.380849"	" 5.186868"	" 5.284862"	" 5.569256"	" 5.109475"	" 4.941757"	" 5.045735"	" 5.267408"	" 5.239390"	" 4.928876"	" 4.821589"	" 5.388672"	" 5.242716"	" 5.777341"	" 5.389737"	" 5.099209"	" 5.090964"	" 4.256351"	" 5.662541"	" 4.343064"	" 4.443889"	" 4.265246"	" 5.125063"	" 5.687457"	" 4.839747"	" 4.545853"	" 4.660740"	" 6.488208"	" 4.522668"	" 4.664569"	" 4.350573"	" 5.141702"	" 4.825774"	" 5.503444"	" 4.536509"	" 5.360319"	" 4.120558"	" 5.587572"	" 4.802281"	" 4.510996"	" 4.970392"	" 5.354513"	" 4.377820"	" 4.482124"	" 6.321072"	" 5.159493"	" 4.495374"	" 5.413540"	" 5.244651"	" 4.073067"	" 5.766778"	" 4.267900"	" 4.342900"	" 4.410074"	" 5.391031"	" 6.228903"	" 5.129110"	" 5.231313"	" 4.732682"	" 5.086215"	" 5.187939"	" 6.192134"	" 5.328179"	" 4.868398"	" 5.485379"	" 5.933964"	" 5.579709"	" 5.307513"	" 5.734207"	" 5.568668"	" 5.510957"	" 4.908321"	" 5.977527"	" 6.290093"	" 6.383004"	" 5.334514"	" 5.417645"	" 5.831647"	" 5.276699"	" 5.890588"	" 5.981493"	" 5.977699"	" 5.830666"	" 6.208438"	" 5.071493"	" 5.977065"	" 5.555024"	" 5.086540"	" 6.301674"	" 5.071547"	" 5.563207"	" 4.818775"	" 5.622690"	" 5.263279"	" 6.069333"
"215"	"230422_at"	"FPR3"	" 5.321050"	" 4.419630"	" 5.284250"	" 5.912414"	" 4.772126"	" 5.409103"	" 6.040807"	" 6.070856"	" 5.586034"	" 4.527406"	" 4.886120"	" 5.143587"	" 5.418462"	" 6.279326"	" 5.681813"	" 6.132903"	" 5.662950"	" 5.087120"	" 6.304681"	" 5.371456"	" 4.719844"	" 4.366933"	" 4.834100"	" 5.944726"	" 5.009372"	" 5.795612"	" 5.943513"	" 4.537722"	" 4.942005"	" 6.347815"	" 5.705201"	" 5.650015"	" 6.191035"	" 5.603384"	" 5.495426"	" 5.561117"	" 5.915162"	" 5.282949"	" 4.781556"	" 6.702430"	" 6.011751"	" 4.478441"	" 6.154427"	" 5.096030"	" 5.847545"	" 5.727264"	" 5.764194"	" 5.818545"	" 5.752079"	" 5.731732"	" 6.244081"	" 6.125176"	" 6.369806"	" 5.619808"	" 5.636766"	" 5.534441"	" 5.272690"	" 5.239467"	" 5.990205"	" 6.811614"	" 5.748272"	" 6.448351"	" 5.080946"	" 5.715520"	" 5.094695"	" 5.237873"	" 6.007310"	" 5.816993"	" 6.049007"	" 6.027342"	" 4.728440"	" 4.849087"	" 5.845153"	" 5.381822"	" 6.160506"	" 4.516696"	" 6.131844"	" 5.002217"	" 6.276719"	" 5.825142"	" 6.107892"	" 6.721777"	" 6.220376"	" 5.078358"	" 6.519683"	" 5.636046"	" 5.892741"	" 5.945282"	" 6.738850"	" 5.801188"	" 5.892093"	" 5.860695"	" 6.051941"	" 5.972634"	" 5.526882"	" 5.225202"	" 5.819257"	" 6.052351"	" 5.822335"	" 5.933985"	" 5.026574"	" 7.079747"	" 5.713933"	" 5.774346"	" 5.625920"	" 6.077783"	" 6.058390"	" 7.256570"	" 6.056285"	" 5.615265"	" 6.555791"	" 5.702081"	" 6.116227"	" 6.071228"	" 5.741172"	" 7.158024"	" 6.182439"	" 5.254220"	" 5.345462"	" 6.856572"
"216"	"230464_at"	"S1PR5"	" 9.095744"	" 7.989643"	" 8.863962"	" 9.100308"	" 9.087540"	" 8.422087"	" 8.984116"	" 8.080721"	" 9.044638"	" 8.826532"	" 9.208583"	" 9.132283"	" 8.718723"	" 9.503336"	" 9.064096"	" 8.091575"	" 9.769205"	" 8.477314"	"10.195974"	" 9.160158"	" 8.309594"	" 8.718296"	" 8.908419"	" 8.772599"	" 8.719250"	" 9.271130"	" 8.872170"	" 8.802919"	" 8.014986"	" 9.677590"	" 7.629175"	" 8.916918"	" 8.889444"	" 9.998348"	" 8.217745"	" 9.562102"	" 9.419239"	" 9.344932"	" 8.182167"	" 9.807999"	" 8.626298"	" 8.522209"	"10.087365"	" 9.758078"	" 9.578219"	" 8.752781"	" 8.884180"	" 8.622528"	" 9.191497"	" 9.728095"	" 9.877044"	" 9.232995"	" 9.205173"	" 8.986806"	" 9.644631"	" 9.178196"	" 9.402573"	" 9.322769"	" 9.025286"	" 9.774923"	" 8.667940"	"10.017594"	" 9.672394"	" 9.309178"	" 8.485787"	" 9.157979"	" 8.651439"	" 8.681177"	" 9.520793"	" 8.253738"	" 8.393952"	" 9.055713"	" 8.563059"	" 8.858949"	" 9.879248"	" 9.366238"	" 9.299987"	" 9.224755"	" 8.837611"	" 9.574028"	" 8.589704"	" 9.242835"	" 9.755275"	" 9.167939"	" 8.727243"	" 7.830910"	" 8.967648"	" 7.812957"	" 8.930131"	" 8.910410"	" 8.695587"	" 8.309920"	" 7.912934"	" 8.190288"	" 8.723601"	" 8.694281"	" 8.913154"	" 7.816744"	" 8.634764"	" 7.969740"	" 8.477673"	" 8.212175"	" 8.439608"	" 8.934506"	" 8.454756"	" 7.925444"	" 8.071484"	" 7.782455"	" 8.451199"	" 8.985274"	" 8.727394"	" 8.100910"	" 8.350974"	" 8.049254"	" 8.368341"	" 8.131446"	" 8.695817"	" 9.016262"	" 8.766315"	" 8.244462"
"217"	"230505_at"	"LOC145474"	" 4.737277"	" 4.846232"	" 4.122465"	" 4.620687"	" 4.559959"	" 4.638763"	" 4.666088"	" 4.577589"	" 4.554809"	" 5.019727"	" 5.477715"	" 5.346213"	" 6.590004"	" 4.846134"	" 4.728335"	" 4.558190"	" 4.737641"	" 4.018624"	" 4.587535"	" 4.552677"	" 5.174712"	" 6.029343"	" 5.331882"	" 4.402002"	" 4.310118"	" 4.924345"	" 4.768457"	" 4.540512"	" 4.867138"	" 4.438704"	" 4.308969"	" 4.178210"	" 4.005227"	" 4.452073"	" 4.185063"	" 5.035190"	" 4.920384"	" 5.135226"	" 4.190658"	" 4.913313"	" 5.493524"	" 5.443915"	" 5.384009"	" 5.824665"	" 5.246265"	" 4.716580"	" 4.161051"	" 4.390792"	" 4.397725"	" 4.230467"	" 4.278581"	" 4.176642"	" 4.012729"	" 4.454708"	" 5.155361"	" 4.730966"	" 4.714282"	" 5.504681"	" 5.690065"	" 4.249917"	" 4.973931"	" 5.080538"	" 4.088243"	" 4.442374"	" 5.367597"	" 5.226573"	" 4.470410"	" 4.096978"	" 4.278112"	" 4.160774"	" 5.176594"	" 4.490127"	" 4.188137"	" 4.275765"	" 4.603423"	" 4.457279"	" 4.904198"	" 5.450109"	" 4.572441"	" 4.728198"	" 4.638356"	" 4.478095"	" 4.141048"	" 5.135568"	" 5.026735"	" 4.626625"	" 5.018458"	" 3.978529"	" 4.168646"	" 4.574553"	" 4.698673"	" 4.068025"	" 4.205421"	" 4.699615"	" 5.699355"	" 4.436435"	" 4.266191"	" 4.973724"	" 4.524887"	" 4.396854"	" 3.980455"	" 4.092689"	" 4.196524"	" 4.162869"	" 4.262764"	" 4.841788"	" 4.359588"	" 4.367647"	" 4.170908"	" 4.198555"	" 4.771697"	" 3.903662"	" 4.386967"	" 4.116110"	" 4.148417"	" 4.152947"	" 4.109053"	" 4.292816"	" 4.529337"	" 3.931651"
"218"	"230680_at"	"SLITRK4"	" 2.894468"	" 3.081269"	" 2.695388"	" 3.028455"	" 3.120314"	" 3.306195"	" 2.962977"	" 2.760995"	" 2.891154"	" 2.741672"	" 2.764929"	" 2.834242"	" 2.953790"	" 2.971677"	" 2.748374"	" 2.846843"	" 3.225943"	" 3.350306"	" 2.914366"	" 3.041659"	" 2.914691"	" 3.003184"	" 2.790843"	" 2.848014"	" 3.119645"	" 3.166921"	" 2.993849"	" 3.192641"	" 3.153392"	" 3.015257"	" 2.753690"	" 3.421779"	" 3.170485"	" 3.208321"	" 3.070659"	" 2.658158"	" 2.687062"	" 3.185661"	" 3.258699"	" 2.996900"	" 2.791288"	" 2.685731"	" 2.907360"	" 2.409130"	" 2.728713"	" 3.097575"	" 2.894854"	" 2.698071"	" 3.172558"	" 3.334107"	" 3.068498"	" 2.973490"	" 3.073310"	" 2.879683"	" 3.207369"	" 3.125736"	" 3.045618"	" 2.915494"	" 2.855086"	" 2.848771"	" 2.848068"	" 2.783754"	" 3.073870"	" 2.909681"	" 3.030882"	" 3.099652"	" 2.904369"	" 3.201119"	" 2.920096"	" 2.941945"	" 3.067221"	" 2.934527"	" 3.080399"	" 3.214214"	" 2.938630"	" 2.954848"	" 3.024012"	" 2.685029"	" 2.896340"	" 2.785020"	" 3.056622"	" 3.009039"	" 3.142346"	" 3.040929"	" 2.689719"	" 2.966226"	" 3.253281"	" 3.029635"	" 3.135950"	" 3.059464"	" 3.321674"	" 3.169075"	" 3.075027"	" 2.839148"	" 2.897282"	" 2.999042"	" 2.990802"	" 2.611698"	" 2.895470"	" 2.982955"	" 3.285037"	" 3.316477"	" 3.571023"	" 2.664273"	" 2.941148"	" 2.963599"	" 2.963176"	" 3.196891"	" 3.393132"	" 3.020391"	" 3.070805"	" 2.895013"	" 3.240260"	" 3.493083"	" 3.599935"	" 3.114049"	" 3.315155"	" 3.202640"	" 3.238776"	" 3.012397"
"219"	"230722_at"	"BNC2"	" 5.391722"	" 5.347750"	" 5.520916"	" 5.345817"	" 6.001433"	" 5.682632"	" 5.868703"	" 5.328801"	" 5.572154"	" 5.577619"	" 5.219061"	" 6.168080"	" 5.615653"	" 6.002913"	" 5.594377"	" 5.280080"	" 5.866563"	" 5.222711"	" 5.557866"	" 5.916471"	" 5.117647"	" 5.953621"	" 5.680588"	" 5.939037"	" 5.830673"	" 5.337814"	" 5.785490"	" 5.819416"	" 5.699183"	" 5.416561"	" 5.597591"	" 5.099673"	" 5.571881"	" 4.874228"	" 5.513435"	" 5.834317"	" 5.343379"	" 5.772886"	" 5.341529"	" 5.781729"	" 5.278264"	" 5.106683"	" 5.619900"	" 5.941522"	" 5.295148"	" 5.573704"	" 5.296106"	" 5.585774"	" 5.990758"	" 6.035607"	" 5.674916"	" 5.476646"	" 5.520469"	" 5.307036"	" 6.157590"	" 5.834037"	" 5.454206"	" 6.192898"	" 5.899048"	" 5.473826"	" 5.852045"	" 6.347643"	" 5.930527"	" 5.239257"	" 5.251781"	" 5.561690"	" 5.153283"	" 6.000535"	" 5.994675"	" 5.298839"	" 5.541457"	" 5.393062"	" 5.372012"	" 5.680792"	" 5.630974"	" 5.637655"	" 5.743084"	" 5.524957"	" 5.324466"	" 5.734070"	" 5.314814"	" 5.484984"	" 5.745529"	" 5.330745"	" 5.312238"	" 5.615521"	" 5.896906"	" 5.231597"	" 5.304855"	" 5.857566"	" 5.076264"	" 5.286193"	" 5.348969"	" 5.211848"	" 5.417213"	" 5.086095"	" 5.849138"	" 5.194053"	" 5.553944"	" 5.371357"	" 5.126588"	" 5.044043"	" 5.626632"	" 6.133465"	" 5.534653"	" 5.213474"	" 5.087105"	" 4.894883"	" 5.278094"	" 5.609274"	" 5.774589"	" 5.332283"	" 5.134983"	" 5.186285"	" 5.226220"	" 4.845174"	" 5.176100"	" 5.221918"	" 5.573817"	" 5.324466"
"220"	"230846_at"	"AKAP5"	" 4.400807"	" 4.301629"	" 4.116125"	" 4.375252"	" 4.575166"	" 4.377703"	" 5.101438"	" 4.135833"	" 4.474153"	" 4.183275"	" 4.508976"	" 4.287257"	" 4.102405"	" 4.744393"	" 4.446982"	" 4.145153"	" 5.729940"	" 4.136765"	" 4.855734"	" 4.278310"	" 4.087071"	" 4.350045"	" 4.309230"	" 4.012772"	" 4.214782"	" 4.434870"	" 4.398978"	" 4.247652"	" 4.281951"	" 4.018148"	" 3.753929"	" 4.151744"	" 4.670605"	" 4.262019"	" 4.104265"	" 4.181643"	" 4.145402"	" 4.290556"	" 3.914986"	" 4.776555"	" 4.294621"	" 4.274888"	" 4.536374"	" 4.914767"	" 4.418946"	" 4.220170"	" 4.727179"	" 4.090620"	" 4.502843"	" 5.608258"	" 4.819506"	" 4.227445"	" 5.032561"	" 4.490901"	" 4.615943"	" 4.661413"	" 4.223243"	" 4.458708"	" 4.993904"	" 4.432631"	" 4.248584"	" 5.412321"	" 4.858639"	" 4.480416"	" 4.086030"	" 4.768871"	" 4.614320"	" 4.567432"	" 5.520264"	" 4.087057"	" 4.153053"	" 4.331461"	" 4.202539"	" 4.544112"	" 4.374200"	" 4.632304"	" 4.590388"	" 3.837612"	" 4.175889"	" 4.458533"	" 3.965080"	" 4.490276"	" 5.251648"	" 4.234055"	" 4.149445"	" 3.844316"	" 4.322719"	" 4.166560"	" 4.205029"	" 4.597835"	" 3.637300"	" 4.175845"	" 3.943571"	" 4.361651"	" 4.288342"	" 3.989830"	" 4.315166"	" 4.350430"	" 4.179547"	" 4.340422"	" 4.632304"	" 4.522436"	" 4.143954"	" 4.260467"	" 4.208339"	" 3.959824"	" 4.039959"	" 4.196026"	" 4.418251"	" 4.680297"	" 4.267929"	" 4.010251"	" 4.109790"	" 3.992341"	" 4.250044"	" 4.196290"	" 3.917134"	" 4.228778"	" 4.058493"	" 4.377444"
"221"	"231066_s_at"	"CLCN4"	" 3.616210"	" 3.665013"	" 3.621616"	" 3.559369"	" 3.717801"	" 4.035369"	" 3.544311"	" 3.583549"	" 3.781491"	" 3.739928"	" 3.623388"	" 3.674978"	" 3.991192"	" 3.845973"	" 3.688515"	" 3.799750"	" 4.104681"	" 3.673062"	" 4.004907"	" 3.671048"	" 3.845345"	" 3.680394"	" 3.645001"	" 3.851040"	" 3.869119"	" 3.683901"	" 3.683321"	" 3.515031"	" 3.752011"	" 3.859045"	" 3.968385"	" 3.719073"	" 3.949573"	" 3.919613"	" 3.677935"	" 3.889441"	" 3.701731"	" 3.844298"	" 4.068273"	" 3.793499"	" 3.797407"	" 3.464075"	" 3.641340"	" 3.748815"	" 3.917276"	" 3.989605"	" 3.817736"	" 3.854522"	" 3.692672"	" 3.652280"	" 3.526718"	" 3.876773"	" 3.690427"	" 3.950483"	" 3.926002"	" 4.117137"	" 3.980942"	" 3.701674"	" 3.571624"	" 3.969665"	" 3.826875"	" 3.963728"	" 3.494441"	" 3.801668"	" 3.695074"	" 3.818430"	" 3.828062"	" 4.093169"	" 3.800049"	" 3.899259"	" 4.158993"	" 3.646122"	" 3.963857"	" 3.436767"	" 3.817736"	" 3.794096"	" 3.882239"	" 3.547406"	" 3.727955"	" 3.729523"	" 3.970701"	" 3.836733"	" 3.780618"	" 3.854893"	" 3.691158"	" 3.820612"	" 3.607101"	" 3.732721"	" 3.829468"	" 3.804732"	" 3.865595"	" 3.984214"	" 3.671691"	" 3.890708"	" 3.966557"	" 3.530472"	" 4.120790"	" 3.655533"	" 3.999931"	" 3.831144"	" 4.096476"	" 3.558125"	" 4.111590"	" 3.792794"	" 3.671345"	" 3.946110"	" 3.976149"	" 3.969298"	" 3.776017"	" 3.718387"	" 3.640433"	" 3.611697"	" 3.804381"	" 3.650069"	" 3.719073"	" 3.691578"	" 3.890893"	" 3.975880"	" 3.543490"	" 3.874566"
"222"	"231268_at"	"MYBL1"	" 6.212330"	" 6.224343"	" 6.323552"	" 6.224751"	" 6.201832"	" 6.129176"	" 6.175215"	" 6.155556"	" 6.308207"	" 6.413519"	" 6.487126"	" 6.072215"	" 6.557359"	" 6.152680"	" 6.074597"	" 6.286810"	" 6.335882"	" 6.359333"	" 6.380133"	" 6.359684"	" 6.661704"	" 6.377440"	" 6.363333"	" 6.593935"	" 6.283084"	" 6.288602"	" 6.407787"	" 6.329609"	" 6.450533"	" 6.271366"	" 6.438012"	" 6.355648"	" 6.421136"	" 6.339069"	" 6.229203"	" 6.408737"	" 6.421097"	" 6.166644"	" 6.191362"	" 6.518768"	" 6.269382"	" 6.245929"	" 6.599999"	" 6.293989"	" 6.286280"	" 6.477766"	" 6.206909"	" 6.011217"	" 6.704249"	" 6.423659"	" 6.459469"	" 6.337345"	" 6.442237"	" 6.345824"	" 6.240299"	" 6.151298"	" 6.031601"	" 6.033551"	" 6.460213"	" 6.156713"	" 5.972438"	" 6.075308"	" 6.300973"	" 6.183578"	" 6.580028"	" 6.242308"	" 6.264974"	" 6.327085"	" 6.230420"	" 6.015099"	" 6.346810"	" 6.238018"	" 6.305358"	" 6.382296"	" 6.435025"	" 6.121252"	" 6.371722"	" 6.363451"	" 6.071870"	" 6.276407"	" 6.009620"	" 6.262800"	" 6.305408"	" 6.048385"	" 6.028615"	" 6.291654"	" 6.086876"	" 6.137276"	" 6.491948"	" 6.188532"	" 6.471257"	" 6.242308"	" 6.211064"	" 6.319540"	" 6.198560"	" 6.404234"	" 6.155454"	" 6.115077"	" 6.087283"	" 6.138828"	" 6.117817"	" 6.248099"	" 6.395311"	" 6.644465"	" 6.373218"	" 6.269218"	" 6.271854"	" 6.312634"	" 6.270089"	" 6.140314"	" 6.396772"	" 6.064198"	" 6.375473"	" 6.280241"	" 6.212598"	" 6.361935"	" 6.260168"	" 6.410718"	" 6.115874"	" 6.198203"
